iter	Logloss
582	0.1595536377
583	0.1593296693
584	0.1590955425
585	0.1589168456
586	0.1587059244
587	0.158341007
588	0.1581855423
589	0.1578868134
590	0.1576343209
591	0.1573372677
592	0.1571176863
593	0.1569203813
594	0.1567480325
595	0.1563827245
596	0.1560504695
597	0.1558106375
598	0.1556819024
599	0.1555375163
600	0.1551110164
601	0.1549126851
602	0.1547199036
603	0.1545333226
604	0.1542934385
605	0.1540431508
606	0.1538274944
607	0.1535910118
608	0.1534391442
609	0.1530835813
610	0.1527746345
611	0.152513315
612	0.152359022
613	0.1521941931
614	0.1520939904
615	0.1518973374
616	0.15172495
617	0.1515413943
618	0.151306474
619	0.151069484
620	0.1508878366
621	0.1507078048
622	0.1504613532
623	0.1503109755
624	0.1501372684
625	0.1499986176
626	0.1497505385
627	0.1495370888
628	0.1493691059
629	0.1491323615
630	0.1489674258
631	0.1487229988
632	0.1484772228
633	0.1482910562
634	0.1481043521
635	0.1479282449
636	0.1476462926
637	0.1473771419
638	0.1470473671
639	0.1468273461
640	0.1466726242
641	0.146544887
642	0.1463629989
643	0.1461567814
644	0.1458319797
645	0.1456738638
646	0.1454135073
647	0.1452875357
648	0.1451059509
649	0.1448532968
650	0.1446359897
651	0.1443238917
652	0.1440867959
653	0.1439275059
654	0.1437663591
655	0.1435636317
656	0.14326621
657	0.14316176
658	0.1430459203
659	0.1427111871
660	0.1424425907
661	0.1422122365
662	0.1420349437
663	0.1418266865
664	0.1417320889
665	0.1416196747
666	0.1414086237
667	0.1412418625
668	0.1411460464
669	0.1409577085
670	0.1408617153
671	0.1407671933
672	0.1405590692
673	0.1403840272
674	0.140078459
675	0.1397772687
676	0.13963791
677	0.1394370439
678	0.1392432066
679	0.1390416168
680	0.1388121146
681	0.1386349579
682	0.1384820988
683	0.1383179272
684	0.138142244
685	0.1379109247
686	0.1377143179
687	0.1374631064
688	0.1373293677
689	0.1371519233
690	0.1369678664
691	0.136679849
692	0.1365567582
693	0.1363300001
694	0.1360049302
695	0.1358017664
696	0.1357095032
697	0.1355893514
698	0.1354475177
699	0.1352207713
700	0.1350798193
701	0.1348390978
702	0.1347013855
703	0.1345933053
704	0.1344262881
705	0.134285134
706	0.1340937561
707	0.1338740023
708	0.1338029678
709	0.1335549529
710	0.1333464824
711	0.1332180293
712	0.1330738861
713	0.1329347237
714	0.1328468487
715	0.1326084321
716	0.1324402685
717	0.1322282073
718	0.1321644675
719	0.1318089879
720	0.1315420789
721	0.131426935
722	0.1312497294
723	0.1311335977
724	0.1310297648
725	0.1308715513
726	0.1306368877
727	0.1304321409
728	0.1302600956
729	0.130136418
730	0.1299093188
731	0.1296323319
732	0.1293732612
733	0.1292645185
734	0.1291739134
735	0.1289185959
736	0.1287568945
737	0.1286162611
738	0.1285136886
739	0.1283374074
740	0.1282275156
741	0.1280229858
742	0.1277544395
743	0.1275654832
744	0.12733771
745	0.1271289213
746	0.1270126054
747	0.1267487494
748	0.1265188463
749	0.1264657607
750	0.1263318187
751	0.1262423189
752	0.126013953
753	0.1257633506
754	0.1256665231
755	0.1254738973
756	0.1252661247
757	0.1250915562
758	0.1248285096
759	0.124572787
760	0.1243762215
761	0.1242086933
762	0.1239666537
763	0.1237945828
764	0.1236902641
765	0.1235629244
766	0.12342618
767	0.1232924775
768	0.1231515942
769	0.1229260668
770	0.1227669785
771	0.1226088571
772	0.1224323504
773	0.1223471386
774	0.1220528436
775	0.121913925
776	0.1217543187
777	0.1216185815
778	0.1215095517
779	0.1213319226
780	0.1210813093
781	0.1208806725
782	0.1207748885
783	0.1206744087
784	0.1204708948
785	0.1202302947
786	0.1201471746
787	0.1200292238
788	0.1197798008
789	0.1195846251
790	0.1194328692
791	0.1192805669
792	0.1192055895
793	0.1190370468
794	0.1188274317
795	0.1186454335
796	0.1184840816
797	0.1182914107
798	0.1181555408
799	0.1179737017
800	0.1177311838
801	0.1175587088
802	0.1173583578
803	0.1171425099
804	0.1170347305
805	0.116817441
806	0.116660631
807	0.1164581877
808	0.1163100866
809	0.1161380242
810	0.1159915976
811	0.1158189166
812	0.1157826206
813	0.1156414459
814	0.115430001
815	0.1152390705
816	0.1151092652
817	0.114972338
818	0.1147613269
819	0.1146040455
820	0.1144471243
821	0.1142306134
822	0.1140181693
823	0.1138182863
824	0.1137508454
825	0.1135629757
826	0.1134426947
827	0.1133463023
828	0.1132335031
829	0.1131119507
830	0.1129054244
831	0.112787503
832	0.1126325171
833	0.1124763386
834	0.1123219316
835	0.1121590164
836	0.1119919824
837	0.1118190226
838	0.1116782377
839	0.1115514333
840	0.1114179968
841	0.1112955036
842	0.1111383939
843	0.1110239037
844	0.1108815275
845	0.1107938493
846	0.1106189153
847	0.1104062157
848	0.1102869777
849	0.1101375524
850	0.1099930912
851	0.1098106746
852	0.1097040859
853	0.1095980217
854	0.1093860149
855	0.1091777811
856	0.1090458666
857	0.1089966572
858	0.1089062415
859	0.1087793207
860	0.1087414796
861	0.1085077864
862	0.1083501339
863	0.1082622811
864	0.1081147152
865	0.1079286197
866	0.10773603
867	0.1075372585
868	0.1073261098
869	0.107184721
870	0.1071010766
871	0.1069980304
872	0.1067037254
873	0.1065036476
874	0.1063780737
875	0.1062598872
876	0.10614378
877	0.1060551091
878	0.1059169614
879	0.1057615414
880	0.1056203721
881	0.1054570295
882	0.1052950164
883	0.1051409315
884	0.1050114924
885	0.104898058
886	0.1047802711
887	0.1046880147
888	0.1045594557
889	0.1044481619
890	0.1042831245
891	0.1041173161
892	0.104002559
893	0.1038758853
894	0.1037506297
895	0.1035941865
896	0.1034940728
897	0.1033826374
898	0.1032186743
899	0.1031087979
900	0.1028930004
901	0.1027051729
902	0.1025089786
903	0.1024088892
904	0.102368552
905	0.1022914528
906	0.1021744731
907	0.102111348
908	0.1020300429
909	0.1018769236
910	0.1017358182
911	0.1017036748
912	0.1015781521
913	0.1014794118
914	0.1012886713
915	0.1011410222
916	0.1009466923
917	0.1006932706
918	0.1005461445
919	0.1004427212
920	0.1003574785
921	0.1002155956
922	0.1000155911
923	0.09979852314
924	0.09964317466
925	0.09952577319
926	0.09941821698
927	0.09928993786
928	0.09910957046
929	0.0990266315
930	0.09881358351
931	0.09862727059
932	0.09849663803
933	0.09837304401
934	0.09823417939
935	0.09812255171
936	0.09802712986
937	0.09795082039
938	0.09782026128
939	0.09772608997
940	0.09761591087
941	0.09750970062
942	0.09745325305
943	0.09729558925
944	0.09718266611
945	0.09707490651
946	0.09695195452
947	0.09685127042
948	0.09672776745
949	0.09656996214
950	0.09644071626
951	0.09633291904
952	0.09624850322
953	0.09612361194
954	0.09597505905
955	0.0958572715
956	0.09576461448
957	0.09566087498
958	0.09553748682
959	0.09545821433
960	0.09534055945
961	0.09521929055
962	0.09513157565
963	0.09501502161
964	0.09487994991
965	0.09470386647
966	0.09460231435
967	0.09446649237
968	0.09438981293
969	0.09432944293
970	0.09421333333
971	0.09412792288
972	0.09400118496
973	0.09392486076
974	0.09382613151
975	0.09370591677
976	0.09360457603
977	0.09347220362
978	0.09329615426
979	0.09315086671
980	0.09298535338
981	0.09287110535
982	0.09270838158
983	0.09252166386
984	0.09237290198
985	0.09228760444
986	0.09218821654
987	0.09203045437
988	0.09194627734
989	0.09185252429
990	0.0917542145
991	0.09164071017
992	0.09153100478
993	0.09143420807
994	0.09137410938
995	0.09127990358
996	0.09115841898
997	0.09106614185
998	0.09096367188
999	0.09082805114
